title,authors,date,tags,link
Nestlé subsidary Perrier destroys two million bottles of water after 'fecal' bacteria discovery,['Euronews'],2024-04-24,"['Taiwan', 'news', 'Israel Hamas war', 'Ukraine war']",https://www.euronews.com/2024/04/24/nestle-subsidary-destroys-two-million-bottles-of-water-after-fecal-bacteria-discovery
"European Green Deal could face ‘attack’ from right-wing politicians, Green MEPs warn",['Euronews Green'],2024-04-24,"['regulation', 'European politics', 'Investment', 'Agriculture', 'climate change', 'Green Deal']",https://www.euronews.com/green/2024/04/24/european-green-deal-could-face-attack-from-right-wing-politicians-green-meps-warn
‘A serious risk’: Mexican villagers take on cartel-backed avocado farms as water dries up,"['Euronews Green', 'AP']",2024-04-24,"['Drought', 'Water resources', 'lake', 'cartel', 'farming', 'drinking water']",https://www.euronews.com/green/2024/04/24/a-serious-risk-mexican-villagers-take-on-cartel-backed-avocado-farms-as-water-dries-up
EU Policy. Parliament reinforces support for GMO deregulation,Robert Hodgson,2024-04-24,"['EU Policy', 'Bayer', 'Agriculture', 'GMOs: seeds of discord']",https://www.euronews.com/green/2024/04/24/parliament-reinforces-support-for-gmo-deregulation
EU Policy. MEPs approve new anti-money laundering rules – but what do they cover?,Jack Schickler,2024-04-24,"['European Parliament', 'money laundering', 'EU Policy']",https://www.euronews.com/my-europe/2024/04/24/meps-approve-new-anti-money-laundering-rules-but-what-do-they-cover
"Biden inks €89 billion war aid package to support Ukraine, Israel and Taiwan",['Euronews'],2024-04-24,"['Taiwan', 'news', 'Israel Hamas war', 'Ukraine war']",https://www.euronews.com/2024/04/24/biden-signs-95-billion-war-aid-measure-to-support-ukraine-israel-and-taiwan
EU Policy. Turkish kebabs turn to Europe for protected status,Jack Schickler,2024-04-24,"['Turkish culture', 'European Commission', 'meat', 'EU Policy', 'kebab', 'Food']",https://www.euronews.com/my-europe/2024/04/24/turkish-kebabs-turn-to-europe-for-protected-status
EU Policy. MEPs approve law to reduce growing stream of packaging waste,Robert Hodgson,2024-04-24,"['packaging', 'fast food', 'Recycling', 'EU Policy', 'waste', 'plastic bag']",https://www.euronews.com/green/2024/04/24/meps-approve-law-to-reduce-growing-stream-of-packaging-waste
EU Policy. TikTok suspends rewards in Lite app in the wake of EU probe,Cynthia Kroet,2024-04-24,"['TikTok ban', 'TikTok', 'EU Policy', 'Social Media']",https://www.euronews.com/next/2024/04/24/tiktok-suspends-rewards-in-lite-app-in-the-wake-of-eu-probe
Boeing sees million-dollar losses after series of safety scandals,Doloresz Katanich,2024-04-25,"['Whistleblower', 'Boeing crash', 'Boeing']",https://www.euronews.com/business/2024/04/24/boeing-announces-million-dollar-losses-after-plane-maker-hit-by-safety-scandals
Amnesty International annual report warns of violations of international law,"['Euronews', 'AP']",2024-04-24,"['Israel', 'misinformation', 'Amnesty International', 'The Gaza Strip', 'Ukraine', 'Human Rights']",https://www.euronews.com/2024/04/24/amnesty-international-annual-report-warns-of-violations-of-international-law
How Europe should follow the UK's Northern Music Awards and highlight regional talent,Jonny Walfisz,2024-04-24,"['United Kingdom', 'Music', 'Awards', 'wealth']",https://www.euronews.com/culture/2024/04/24/how-europe-should-follow-the-uks-northern-music-awards-and-highlight-regional-talent
France warns of surge in imported dengue cases ahead of Olympics,Marta Iraola Iribarren,2024-04-25,"['Public health', 'Health', 'Dengue Fever']",https://www.euronews.com/health/2024/04/24/france-warns-of-surge-in-imported-dengue-cases-ahead-of-olympics
"EU Policy. Parliament backs stricter limits for air pollutants, better monitoring",Robert Hodgson,2024-04-24,"['European Parliament', 'WHO', 'EU Policy', 'Air pollution']",https://www.euronews.com/green/2024/04/24/parliament-backs-stricter-limits-for-air-pollutants-better-monitoring
‘Put off’: Many UK adults unwilling to travel to Europe under new Entry/Exit Scheme,Saskia O'Donoghue,2024-04-24,"['Brexit', 'United Kingdom', 'European Union', 'France', 'international travel', 'Schengen Area']",https://www.euronews.com/travel/2024/04/24/put-off-many-uk-adults-unwilling-to-travel-to-europe-under-new-entryexit-scheme
Germany's Scholz urges Europe to do more for Ukraine as UK PM ups defence spending,Gerardo Fortuna,2024-04-24,"['Rishi Sunak', 'Olaf Scholz', 'Ukraine war']",https://www.euronews.com/my-europe/2024/04/24/germanys-scholz-urges-europe-to-do-for-ukraine-as-uk-pm-ups-defence-spending
Slovakia government tries to take control of state TV and radio,"['Euronews', 'AP']",2024-04-24,"['Slovakia', 'Public broadcaster', 'Slovakia politics']",https://www.euronews.com/2024/04/24/slovakia-government-tries-to-take-control-of-state-tv-and-radio
UK regulator looks into Microsoft and Amazon’s AI partnerships,Pascale Davies,2024-04-24,"['Technology', 'Microsoft', 'Generative AI', 'Artificial intelligence']",https://www.euronews.com/next/2024/04/24/uk-regulator-looks-into-microsoft-and-amazons-ai-partnerships
From floating villages to deserted towns: Are these Europe’s best hidden gems?,Saskia O'Donoghue,2024-04-24,"['Travel destinations', 'Sustainable tourism', 'Local travel guides', 'Spain', 'international travel', 'Georgia']",https://www.euronews.com/travel/2024/04/24/from-floating-villages-to-deserted-towns-are-these-europes-best-hidden-gems
Brewing up demand: Heineken's foaming beer sales beat analysts' forecasts,Eleanor Butler,2024-04-24,"['Beer', 'alcohol prices', 'cost of living']",https://www.euronews.com/business/2024/04/24/brewing-up-demand-heinekens-foaming-beer-sales-beat-analysts-forecasts
EU Policy. Hopes high for new corporate sustainability rules after MEP vote,Jack Schickler,2024-04-24,"['European Parliament', 'EU Policy', 'CSDDD']",https://www.euronews.com/my-europe/2024/04/24/hopes-high-for-new-corporate-sustainability-rules-after-mep-vote
Blast near a ship off Yemen may mark a new attack by Houthi rebels,"['Euronews', 'AP']",2024-04-24,"['Yemen', 'Israel Hamas war', 'Houthis']",https://www.euronews.com/2024/04/24/blast-near-a-ship-off-yemen-may-mark-a-new-attack-by-houthi-rebels
Visa profits jump as struggling customers turn to plastic to pay bills,Indrabati Lahiri,2024-04-24,"['credit card', 'Mastercard', 'Visa Inc.']",https://www.euronews.com/business/2024/04/24/visa-profits-jump-as-struggling-customers-turn-to-plastic-to-pay-bills
‘Useless’: European conservatives refuse to field lead candidate in June’s election,Mared Gwyn Jones,2024-04-24,"['Conservatives', 'European Parliament', 'European elections 2024']",https://www.euronews.com/my-europe/2024/04/24/useless-european-conservatives-refuse-to-field-lead-candidate-in-junes-election
EU elections: How is Europe preparing for possible disinformation campaigns?,Oceane Duboust,2024-04-24,"['deepfake', 'Facebook', 'TikTok', 'Artificial intelligence', 'European elections 2024', 'Meta']",https://www.euronews.com/next/2024/04/24/eu-elections-how-is-europe-preparing-for-possible-disinformation-campaigns
Euroviews. Investment fund managers' decision-making is affected by politics. Here's what that means,"['Massimo Massa, Lei Zhang']",2024-04-24,"['Baku', 'Azerbaijan', 'Business', 'Sea transport']",https://www.euronews.com/business/2024/04/24/investment-fund-managers-decision-making-is-affected-by-politics-heres-what-that-means
"EU Policy. EU-Japan to cooperate on AI, data flows",Cynthia Kroet,2024-04-24,"['Japanese politics', 'Artificial intelligence', 'EU Policy']",https://www.euronews.com/next/2024/04/24/eu-japan-to-cooperate-on-ai-data-flows
High Seas Treaty: EU votes to ratify landmark international law to protect oceans,Marta Pacheco,2024-04-24,"['high seas', 'European Union', 'conservation', 'United Nations', 'Ocean', 'Treaty']",https://www.euronews.com/green/2024/04/24/high-seas-treaty-eu-votes-to-ratify-landmark-international-law-to-protect-oceans
EU Policy. Commission seeks to clarify ‘essential use’ of dangerous chemicals,Robert Hodgson,2024-04-24,"['EU Policy', 'Chemicals', 'Pollution']",https://www.euronews.com/green/2024/04/24/commission-seeks-to-clarify-essential-use-of-dangerous-chemicals
Port of Baku: the Eurasian trade hub working to expand and accelerate growth,Euronews,2024-04-24,"['Baku', 'Azerbaijan', 'Business', 'Sea transport']",https://www.euronews.com/business/2024/04/24/port-of-baku-the-eurasian-trade-hub-working-to-expand-and-accelerate-growth
Best of British and Irish songwriting celebrated in Ivor Novello nominees,Jonny Walfisz,2024-04-24,"['Pop music', 'United Kingdom', 'Hip-hop', 'Music', 'Jazz', 'Awards']",https://www.euronews.com/culture/2024/04/24/best-of-british-and-irish-songwriting-celebrated-in-ivor-novello-nominees
I want to hold your 12 string: John Lennon’s lost guitar heads to auction,David Mouriquand,2024-04-24,"['United Kingdom', 'Guitar', 'John Lennon', 'record', 'The Beatles', 'Auction']",https://www.euronews.com/culture/2024/04/24/i-want-to-hold-your-12-string-john-lennons-lost-guitar-heads-to-auction
EU Policy. Six EU countries pressed to appoint platform watchdogs,Cynthia Kroet,2024-04-24,"['Facebook', 'TikTok', 'EU Policy', 'online internet platforms']",https://www.euronews.com/next/2024/04/24/six-eu-countries-pressed-to-appoint-platform-watchdogs
"Several military horses run wild in London, injuring four people","['Euronews', 'AP']",2024-04-24,"['British army', 'Great Britain', 'London']",https://www.euronews.com/2024/04/24/several-military-horses-run-wild-in-london-injuring-four-people
"Euroviews. If the EU wants to be a global power, it needs a new 'Big Bang' and a union of 36",['Stefano Mallia'],2024-04-24,"['European Union', 'EU enlargement', 'Euroviews', 'Ukraine', 'Western Balkans', 'Business']",https://www.euronews.com/my-europe/2024/04/24/if-the-eu-wants-to-be-a-global-power-it-needs-a-new-big-bang-and-a-union-of-36
A room of her own: Louvre to give ‘disappointing’ Mona Lisa new digs,David Mouriquand,2024-04-24,"['France', 'Paris', 'Culture', 'Mona Lisa', 'Louvre', 'French budget']",https://www.euronews.com/culture/2024/04/24/a-room-of-her-own-louvre-to-give-disappointing-mona-lisa-new-digs
Italy delivers €10 million fine to Amazon over 'unfair' commercial practices,Euronews,2024-04-24,"['Amazon', 'Consumer Protection', 'online shopping']",https://www.euronews.com/business/2024/04/24/italy-delivers-10-million-fine-to-amazon-over-unfair-commercial-practices
Roughly €56 billion US military aid is planned to help Ukraine against Russia. How will it work?,"['Euronews', 'AP']",2024-04-24,"['Joe Biden', 'Ukraine war', 'Russia-Ukraine invasion']",https://www.euronews.com/my-europe/2024/04/24/roughly-60-billion-us-military-aid-is-planned-to-help-ukraine-against-russia-how-will-it-w
A Russian deputy defence minister appears in court on bribery charges,"['Euronews', 'AP']",2024-04-24,"['Corruption', 'Russia', 'Russian politics', 'Ukraine war']",https://www.euronews.com/2024/04/24/a-russian-deputy-defence-minister-appears-in-court-on-bribery-charges
Europe's fruit farmers worry as unseasonal frosts threaten harvests,Daniel Bellamy,2024-04-24,"['Snowfall', 'cold', 'fruits', 'Bad weather', 'farming']",https://www.euronews.com/my-europe/2024/04/24/europes-fruit-farmers-worry-as-unseasonal-frosts-threaten-harvests
EU Policy. Chinese Nuctech raided in ex officio foreign subsidies investigation,Paula Soler,2024-04-24,"['China', 'European Commission', 'EU Policy', 'EU-China']",https://www.euronews.com/my-europe/2024/04/24/commission-foreign-subsidies-raids-involving-chinese-company-in-ex-officio-probe
Britain's diverse cultural heritage at forefront of 2024 Turner Prize nominees,Jonny Walfisz,2024-04-24,"['Exhibition', 'Gallery', 'Turner Prize', 'Fine arts']",https://www.euronews.com/culture/2024/04/24/britains-diverse-cultural-heritage-at-forefront-of-2024-turner-prize-nominees
Are billions of EU funds sent to Turkey to help refugees really making a difference?,"['Euronews', 'AP']",2024-04-24,"['Turkiye (Turkey)', 'war in Syria', 'Syrian refugees', 'migration', 'Refugees']",https://www.euronews.com/2024/04/24/are-billions-of-eu-funds-sent-to-turkey-to-help-refugees-really-making-a-difference
Euroviews. The EU must work with Europe's cities to end youth homelessness,Paula Soler,2024-04-24,"['City politics', 'European Union', 'Lyon', 'Euroviews', 'homelessness', 'Youth']",https://www.euronews.com/my-europe/2024/04/24/the-eu-must-work-with-europes-cities-to-end-youth-homelessness
"EU Policy. Excess pesticide residues fourfold higher in imported food, agency finds",Gerardo Fortuna,2024-04-24,"['Food safety', 'Organic', 'EFSA', 'EU Policy', 'pesticides', 'processed foods']",https://www.euronews.com/health/2024/04/24/excess-pesticide-residues-fourfold-higher-in-imported-food-agency-finds
Why do France and Belgium risk credit rating downgrades in 2024?,['Piero Cingari'],2024-04-24,"['Debt rating', 'Brussels', 'French debt', 'Belgium']",https://www.euronews.com/business/2024/04/24/why-do-france-and-belgium-risk-credit-rating-downgrades-in-2024
UK government rejects findings of Misogyny In Music report,David Mouriquand,2024-04-24,"['Sexism', 'United Kingdom', 'abuse', 'Music industry', 'Music', 'Misogyny']",https://www.euronews.com/culture/2024/04/24/uk-government-rejects-findings-of-misogyny-in-music-report
Far-right German MEP to remain top EU candidate despite aide's arrest on Chinese spying charges,"['Euronews', 'AP']",2024-04-24,"['China', 'Germany', 'AfD Alternative für Deutschland']",https://www.euronews.com/my-europe/2024/04/24/far-right-german-mep-to-remain-top-eu-candidate-despite-aides-arrest-on-chinese-spying-cha
"Remnants of bird flu virus found in pasteurised milk, US regulator says",['Associated Press'],2024-04-24,"['FDA', 'Bird flu', 'milk']",https://www.euronews.com/2024/04/24/remnants-of-bird-flu-virus-found-in-pasteurised-milk-us-regulator-says
Mining for gold? Don't be rushed into fakes. Seven tips to spot what's real and what's not,Alessio Dell'Anna,2024-04-24,"['Gold', 'product scams', 'Fraud', 'Business', 'Fake']",https://www.euronews.com/business/2024/04/24/dont-let-the-gold-rush-get-you-scrambling-into-fakes-seven-tips-to-spot-frauds
US president signs law to force sale of TikTok under threat of ban,"['Euronews', 'AP']",2024-04-24,"['TikTok ban', 'TikTok', 'Social Media', 'US-China tensions']",https://www.euronews.com/next/2024/04/24/us-senate-passes-legislation-to-force-sale-of-tiktok-under-threat-of-ban
EU launches probe into China's public procurement of medical devices,['Gerardo Fortuna'],2024-04-24,"['European Union', 'Medicine', 'Competition', 'China', 'European Commission', 'EU-China']",https://www.euronews.com/my-europe/2024/04/24/eu-launches-new-probe-into-chinas-public-procurement-of-medical-devices
