Day Index,Avg. Session Duration,seconds,z-score,baseline_iso_forest,baseline_lof
2022-04-17,0 days 00:01:27,87.0,-0.6745,1,1
2022-04-18,0 days 00:02:13,133.0,1.7121923076923076,1,1
2022-04-19,0 days 00:01:33,93.0,-0.3631923076923077,1,1
2022-04-20,0 days 00:02:21,141.0,2.1272692307692305,1,1
2022-04-21,0 days 00:01:48,108.0,0.41507692307692307,1,1
2022-04-22,0 days 00:01:16,76.0,-1.2452307692307691,1,1
2022-04-23,0 days 00:01:29,89.0,-0.5707307692307693,1,1
2022-04-24,0 days 00:01:10,70.0,-1.5565384615384614,1,1
2022-04-25,0 days 00:01:29,89.0,-0.5707307692307693,1,1
2022-04-26,0 days 00:01:55,115.0,0.7782692307692307,1,1
2022-04-27,0 days 00:02:20,140.0,2.0753846153846154,1,1
2022-04-28,0 days 00:01:57,117.0,0.8820384615384615,1,1
2022-04-29,0 days 00:01:51,111.0,0.5707307692307693,1,1
2022-04-30,0 days 00:01:49,109.0,0.4669615384615385,1,1
2022-05-01,0 days 00:01:18,78.0,-1.1414615384615385,1,1
2022-05-02,0 days 00:01:48,108.0,0.41507692307692307,1,1
2022-05-03,0 days 00:01:37,97.0,-0.15565384615384614,1,1
2022-05-04,0 days 00:01:41,101.0,0.05188461538461538,1,1
2022-05-05,0 days 00:02:11,131.0,1.608423076923077,1,1
2022-05-06,0 days 00:01:36,96.0,-0.20753846153846153,1,1
2022-05-07,0 days 00:01:47,107.0,0.3631923076923077,1,1
2022-05-08,0 days 00:01:13,73.0,-1.4008846153846155,1,1
2022-05-09,0 days 00:01:33,93.0,-0.3631923076923077,1,1
2022-05-10,0 days 00:01:49,109.0,0.4669615384615385,1,1
2022-05-11,0 days 00:01:35,95.0,-0.2594230769230769,1,1
2022-05-12,0 days 00:01:26,86.0,-0.7263846153846154,1,1
2022-05-13,0 days 00:01:37,97.0,-0.15565384615384614,1,1
2022-05-14,0 days 00:01:24,84.0,-0.8301538461538461,1,1
2022-05-15,0 days 00:01:25,85.0,-0.7782692307692307,1,1
2022-05-16,0 days 00:00:55,55.0,-2.334807692307692,1,1
2022-05-17,0 days 00:02:05,125.0,1.2971153846153847,1,1
2022-05-18,0 days 00:01:17,77.0,-1.1933461538461538,1,1
2022-05-19,0 days 00:01:53,113.0,0.6745,1,1
2022-05-20,0 days 00:01:33,93.0,-0.3631923076923077,1,1
2022-05-21,0 days 00:01:13,73.0,-1.4008846153846155,1,1
2022-05-22,0 days 00:00:57,57.0,-2.2310384615384615,1,1
2022-05-23,0 days 00:01:02,62.0,-1.9716153846153845,1,1
2022-05-24,0 days 00:01:41,101.0,0.05188461538461538,1,1
2022-05-25,0 days 00:01:27,87.0,-0.6745,1,1
2022-05-26,0 days 00:01:40,100.0,0.0,1,1
2022-05-27,0 days 00:01:27,87.0,-0.6745,1,1
2022-05-28,0 days 00:01:26,86.0,-0.7263846153846154,1,1
2022-05-29,0 days 00:01:32,92.0,-0.41507692307692307,1,1
2022-05-30,0 days 00:01:37,97.0,-0.15565384615384614,1,1
2022-05-31,0 days 00:01:32,92.0,-0.41507692307692307,1,1
